id_city,city,id_hotel,name_hotel,region,star_rating,num_reviews,hotel_features,price
3,Semarang,149,Metro Park View Hotel,"Semarang Tengah, Semarang",4.0,8886.0,"Bersepeda atau bersepeda gunung, Tennis meja, Area main anak, Klub anak, Fasilitas bisnis, Aksesibel bagi penyandang disabilitas, Pusat kebugaran, Bar",1962188
3,Semarang,112,Hotel Dafam Semarang,"Semarang Tengah, Semarang",4.0,6323.0,"Tennis meja, Layanan pijat, Pusat kebugaran, Antar-jemput bandara, Jacuzzi, Spa, Pusat kebugaran, Bar",1250000
3,Semarang,162,Plaza Hotel Semarang,"Banyumanik, Semarang",3.0,2157.0,"Aktivitas outdoor, Karaoke, Area main anak, Area berpayung",496750
3,Semarang,68,Grand Panorama Hotel,"Bandungan, Semarang",1.0,1349.0,Pusat kebugaran,438000
3,Semarang,79,Gumaya Tower Hotel Semarang,"Semarang Tengah, Semarang",5.0,4521.0,"Golf mini, Restoran show cooking, Area main anak, Layanan pijat, Pusat kebugaran, Sauna, Spa, Bar",2433333
3,Semarang,11,Amanda Hills Bandungan,"Bandungan, Semarang",3.0,3052.0,"Volley, Restoran show cooking, Bersepeda atau bersepeda gunung, Tennis, Ruangan game, Lapangan tennis outdoor, Aksesibel bagi penyandang disabilitas, Check-out ekspress",708333
3,Semarang,106,Hotel Ciputra Semarang managed by Swiss-Belhotel International,"Semarang Tengah, Semarang",5.0,7507.0,"Layanan pijat, Pusat kebugaran, Spa, Bar",2181667
3,Semarang,55,Grand Candi Hotel Semarang,"Candisari, Semarang",5.0,3942.0,"Aerobik, Tennis meja, Fasilitas bisnis, Lapangan tennis outdoor, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Pusat kebugaran, Bar",2700000
3,Semarang,95,Horison Kota Lama Semarang,"Semarang Timur, Semarang",3.0,4984.0,"Bar, Teras rooftop, Check-out ekspress, Bar",1104300
3,Semarang,163,Po Hotel (FKA Crowne Plaza Semarang),"Semarang Tengah, Semarang",5.0,2265.0,"Tanda khusus bagi tuna netra, Sewa mobil, Pusat kebugaran, Antar-jemput bandara, Aksesibel bagi penyandang disabilitas, Spa, Pusat kebugaran",25296000
3,Semarang,208,The Azana Hotel Airport Semarang,"Semarang Barat, Semarang",4.0,1094.0,"Karaoke, Teras rooftop, Antar-jemput bandara, Aksesibel bagi penyandang disabilitas, Spa, Bar",1058148
3,Semarang,36,Citrip Hotel Simpang Lima (FKA CityOne),"Semarang Tengah, Semarang",2.0,1593.0,"Sewa mobil, Layanan pijat, Spa",822000
3,Semarang,33,Candiview Hotel Semarang,"Gajahmungkur, Semarang",2.0,4643.0,"Antar-jemput bandara, Bar",808333
3,Semarang,113,Hotel Dalu Semarang,"Pedurungan, Semarang",2.0,1743.0,"Jemputan stasiun kereta, Antar-jemput bandara, Aksesibel bagi penyandang disabilitas",438800
3,Semarang,115,Hotel Grasia,"Gajahmungkur, Semarang",3.0,3020.0,"Restoran show cooking, Jemputan stasiun kereta, Fasilitas bisnis, Antar-jemput bandara, Aksesibel bagi penyandang disabilitas",1100789
3,Semarang,121,Hotel Pantes Candi Simpang Lima,"Candisari, Semarang",1.0,1490.0,"Jemputan stasiun kereta, Kursi berjemur, Aksesibel bagi penyandang disabilitas, Check-out ekspress",652667
3,Semarang,52,Golden City Hotel and Convention Center,"Kota Lama, Semarang",4.0,708.0,"Antar-jemput bandara, Pusat kebugaran, Bar",1399000
4,Surabaya,166,Prime Royal Boutique Hotel Surabaya,"Sawahan, Surabaya",3.5,5167.0,"Bayar saat Check-in, Check-out ekspress",463332
4,Surabaya,100,Hotel 88 Embong Kenongo (Kayoon),"Genteng, Surabaya",2.0,8615.0,Aksesibel bagi penyandang disabilitas,372000
4,Surabaya,101,Hotel 88 Embong Malang,"Tegalsari, Surabaya",3.0,6898.0,Sewa mobil,516667
4,Surabaya,234,Zest Hotel Jemursari,"Tenggilis Mejoyo, Surabaya",2.0,10975.0,"Bayar saat Check-in, Aksesibel bagi penyandang disabilitas",466666
4,Surabaya,157,POP! Hotel Diponegoro Surabaya,"Wonokromo, Surabaya",2.0,12272.0,Aksesibel bagi penyandang disabilitas,388667
4,Surabaya,159,POP! Hotel Stasiun Kota Surabaya,"Pabean Cantikan, Surabaya",2.0,8040.0,"Layanan pijat, Aksesibel bagi penyandang disabilitas",340960
4,Surabaya,173,Royal Tulip Darmo Surabaya,"Tegalsari, Surabaya",5.0,258.0,Pusat kebugaran,1293925
4,Surabaya,81,HARRIS Hotel & Conventions Bundaran Satelit Surabaya,"Sukomanunggal, Surabaya",4.0,1554.0,"Pengering pakaian, Area main anak, Layanan pijat, Pusat kebugaran, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Spa, Pusat kebugaran",795333
4,Surabaya,117,Hotel Gunawangsa MERR,"Rungkut, Surabaya",3.0,13560.0,"Pusat kebugaran, Aksesibel bagi penyandang disabilitas",714667
4,Surabaya,153,Neo+ Waru Sidoarjo by ASTON,"Waru, Surabaya",3.0,3490.0,"Layanan pijat, Bar",530400
4,Surabaya,192,Surabaya Suites Hotel Powered by Archipelago,"Genteng, Surabaya",4.0,8509.0,"Jacuzzi, Layanan pijat, Pusat kebugaran, Aksesibel bagi penyandang disabilitas, Sauna, Spa, Pusat kebugaran, Bar",1012300
4,Surabaya,197,Swiss-Belinn Manyar Surabaya,"Mulyorejo, Surabaya",3.0,5808.0,"Bayar saat Check-in, Layanan pijat, Aksesibel bagi penyandang disabilitas, Spa, Bar",878333
4,Surabaya,103,Hotel Aria Centra Surabaya,"Genteng, Surabaya",4.0,7348.0,"Sewa mobil, Layanan pijat, Spa",1225000
4,Surabaya,7,Alimar Premier Hotel,"Mulyorejo, Surabaya",3.0,1832.0,"Restoran show cooking, Teras rooftop, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Bar",2090000
4,Surabaya,102,Hotel 88 Kedungsari (Kedungdoro),"Tegalsari, Surabaya",2.0,5165.0,"Sewa mobil, Aksesibel bagi penyandang disabilitas",455000
4,Surabaya,246,ibis budget Surabaya Airport,"Sedati, Surabaya",2.0,6972.0,Penitipan anak,454999
4,Surabaya,144,MaxOneHotels.com @ Dharmahusada - Surabaya,"Gubeng, Surabaya",3.0,5484.0,"Bar, Transportasi ke pusat perbelanjaan, Sewa mobil, Layanan pijat, Antar-jemput bandara, Check-out ekspress, Bar",525000
4,Surabaya,30,Best Western Papilio Hotel,"Wonokromo, Surabaya",4.0,13020.0,"Layanan pijat, Pusat kebugaran, Aksesibel bagi penyandang disabilitas, Check-out ekspress",985360
4,Surabaya,29,Bekizaar Hotel Surabaya,"Genteng, Surabaya",3.0,6978.0,"Penitipan anak, Sewa mobil, Layanan pijat, Check-out ekspress",655528
4,Surabaya,83,Halogen Hotel Airport Surabaya,"Sedati, Surabaya",3.0,2477.0,"Bayar saat Check-in, Karaoke, Sewa mobil, Layanan pijat, Antar-jemput bandara, Aksesibel bagi penyandang disabilitas, Spa, Bar",380000
4,Surabaya,27,BATIQA Hotel Darmo - Surabaya,"Wonokromo, Surabaya",3.0,2206.0,"Restoran show cooking, Layanan pijat, Pusat kebugaran, Bar",690000
4,Surabaya,134,La Lisa Hotel Surabaya,"Gubeng, Surabaya",3.5,3222.0,"Bayar saat Check-in, Aktivitas outdoor, Sewa mobil, Spa",973333
4,Surabaya,156,Novotel Surabaya - Hotel & Suites,"Wonokromo, Surabaya",4.0,4239.0,Area main anak,1341274
4,Surabaya,137,Life Hotel Sudirman Surabaya,"Genteng, Surabaya",3.0,29.0,"Bayar saat Check-in, Ruang santai, Layanan pijat, Fasilitas bisnis, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Spa, Bar",313332
4,Surabaya,40,D'Carol Hotel Surabaya,"Genteng, Surabaya",3.0,553.0,Bayar saat Check-in,600000
4,Surabaya,228,Yello Hotel Jemursari,"Tenggilis Mejoyo, Surabaya",3.0,4540.0,"Layanan pijat, Ruangan game, Check-out ekspress, Spa",714831
4,Surabaya,191,Sumi Hotel Surabaya,"Dukuh Pakis, Surabaya",2.0,6112.0,Sewa mobil,331667
4,Surabaya,110,Hotel Dafam Pacific Caesar Surabaya,"Mulyorejo, Surabaya",3.0,5629.0,"Layanan pijat, Fasilitas bisnis, Bar",800000
4,Surabaya,62,Grand Inna Tunjungan,"Genteng, Surabaya",4.0,3262.0,"Bayar saat Check-in, Sewa mobil, Layanan pijat, Check-out ekspress, Spa, Bar",1189923
4,Surabaya,233,ZOOM Dharmahusada Hotel,"Gubeng, Surabaya",3.0,2709.0,"Layanan pijat, Spa, Bar",558333
4,Surabaya,53,Goldvitel Hotel Surabaya,"Genteng, Surabaya",4.0,294.0,"Bar, Karaoke, Layanan pijat, Pusat kebugaran, Teras rooftop, Check-out ekspress, Pusat kebugaran, Bar",1934433
4,Surabaya,212,The Life Hotels Surabaya City Center,"Genteng, Surabaya",2.5,11511.0,"Bayar saat Check-in, Layanan pijat, Pusat kebugaran, Antar-jemput bandara, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Spa, Pusat kebugaran",346666
4,Surabaya,94,Holiday Inn Express SURABAYA CENTERPOINT,"Sawahan, Surabaya",4.0,3912.0,"Tennis, Pusat kebugaran",749044
4,Surabaya,118,Hotel Majapahit Surabaya - MGallery,"Genteng, Surabaya",5.0,556.0,Area main anak,1947000
4,Surabaya,57,Grand Dafam Signature Surabaya,"Genteng, Surabaya",4.0,2043.0,"Jacuzzi, Area main anak, Pusat kebugaran, Bar di kolam renang, Sauna, Spa, Bar",1595333
4,Surabaya,195,Swiss-Belinn Airport Surabaya,"Gedangan, Surabaya",3.0,3334.0,"Tennis meja, Layanan pijat, Pusat kebugaran, Antar-jemput bandara, Aksesibel bagi penyandang disabilitas, Bar",665000
4,Surabaya,139,MIRA inn Kayoon Surabaya City Center,"Genteng, Surabaya",1.0,1115.0,Sewa mobil,290000
4,Surabaya,223,Tunjungan Hotel Surabaya,"Tegalsari, Surabaya",4.0,10496.0,"Bayar saat Check-in, Layanan pijat",861333
4,Surabaya,58,Grand Darmo Suite by AMITHYA,"Wonokromo, Surabaya",4.0,8847.0,"Bar, Sewa mobil, Layanan pijat, Pusat kebugaran, Bar di kolam renang, Spa, Pusat kebugaran, Bar",1926333
4,Surabaya,49,Four Points by Sheraton Surabaya,"Tegalsari, Surabaya",4.0,144.0,"Payung pantai, Kursi berjemur tepi kolam, Pusat kebugaran, Bar, OTHER",1847267
4,Surabaya,150,Midtown Residence Marvell City Surabaya,"Wonokromo, Surabaya",4.0,5368.0,"Sewa mobil, Layanan pijat, Pusat kebugaran, Aksesibel bagi penyandang disabilitas, Pusat kebugaran",1062833
4,Surabaya,225,Vasa Hotel Surabaya,"Sukomanunggal, Surabaya",5.0,3851.0,"Transportasi ke pusat perbelanjaan, Limosin/mobil, Klub anak, Pusat kebugaran, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Spa, Pusat kebugaran",2027116
4,Surabaya,188,Sheraton Surabaya Hotel and Towers,"Tegalsari, Surabaya",5.0,3610.0,"Limosin/mobil, Toko/pusat belanja, Lapangan tennis outdoor, Payung pantai, Spa, Pusat kebugaran, Bar, OTHER",2303034
4,Surabaya,206,The Alana Surabaya,"Wonokromo, Surabaya",4.0,6779.0,"Darts, Aerobik, Restoran show cooking, Bersepeda atau bersepeda gunung, Bilyar, Bar di kolam renang, Check-out ekspress, Bar",1202533
4,Surabaya,184,Shangri-La Surabaya,"Sawahan, Surabaya",5.0,1908.0,"Aerobik, Bar, Klub malam, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Bar",1710133
4,Surabaya,51,Garden Palace Hotel Powered by Archipelago,"Genteng, Surabaya",4.0,9195.0,"Bar, Klub malam, Layanan pijat, Pusat kebugaran, Aksesibel bagi penyandang disabilitas, Spa, Pusat kebugaran, Bar",691120
4,Surabaya,82,HARRIS Hotel & Conventions Gubeng,"Gubeng, Surabaya",4.0,5889.0,"Bayar saat Check-in, Area main anak, Klub anak, Layanan pijat, Pusat kebugaran, Aksesibel bagi penyandang disabilitas, Pusat kebugaran, Bar",2821333
4,Surabaya,128,JW Marriott Hotel Surabaya,"Tegalsari, Surabaya",5.0,6550.0,"Restoran show cooking, Bar, Klub malam, Pusat kebugaran, Fasilitas bisnis, Check-out ekspress, Pusat kebugaran, Bar",2444200
4,Surabaya,107,Hotel Ciputra World Surabaya managed by Swiss-Belhotel International,"Sawahan, Surabaya",5.0,4239.0,"Jacuzzi, Sewa mobil, Layanan pijat, Pusat kebugaran, Sauna, Spa, Pusat kebugaran",4400000
4,Surabaya,167,Primebiz Hotel Surabaya,"Wonokromo, Surabaya",3.5,4796.0,"Layanan pijat, Pusat kebugaran, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Pusat kebugaran",915884
4,Surabaya,164,Premier Place Surabaya Airport,"Gedangan, Surabaya",3.0,4285.0,"Layanan pijat, Antar-jemput bandara, Aksesibel bagi penyandang disabilitas, Kursi berjemur tepi kolam, Spa, Bar",774350
4,Surabaya,213,The Life Styles Hotel Surabaya,"Gubeng, Surabaya",3.5,12522.0,"Bayar saat Check-in, Pusat kebugaran, Check-out ekspress, Pusat kebugaran, Bar",613332
5,Yogyakarta,187,Sheraton Mustika Yogyakarta Resort & Spa,"Depok, Yogyakarta",5.0,2337.0,"Restoran show cooking, Bar, Pengering pakaian, Teras rooftop, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Bar",1825084
5,Yogyakarta,2,ARTOTEL Suites Bianti Yogyakarta,"Gondokusuman, Yogyakarta",5.0,250.0,"Winery, Layanan pijat, Pusat kebugaran, Aksesibel bagi penyandang disabilitas, Sauna, Spa, Bar",3148333
5,Yogyakarta,171,Royal Ambarrukmo Yogyakarta,"Depok, Yogyakarta",5.0,4186.0,"Panahan, Restoran show cooking, Bersepeda atau bersepeda gunung, Area main anak, Fasilitas bisnis, Aksesibel bagi penyandang disabilitas, Pusat kebugaran, Bar",3497245
5,Yogyakarta,238,eL Hotel Royale Yogyakarta Malioboro,"Jalan Malioboro, Yogyakarta",4.0,1881.0,"Penyewaan sepeda, Layanan pijat, Pusat kebugaran, Bar di kolam renang, Spa",4890000
5,Yogyakarta,217,The Rich Jogja Hotel,"Mlati, Yogyakarta",4.0,9233.0,"Tanda khusus bagi tuna netra, Restoran show cooking, Bilyar, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Pusat kebugaran, Bar",2000000
5,Yogyakarta,123,Hyatt Regency Yogyakarta,"Ngaglik, Yogyakarta",5.0,3711.0,"Tennis meja, Lapangan golf, Tennis, Klub anak, Bilyar, Bar di kolam renang, Pusat kebugaran, Bar",2700838
5,Yogyakarta,109,Hotel Dafam Fortuna Seturan,"Seturan, Yogyakarta",4.0,8044.0,"Penitipan anak, Sewa mobil, Layanan pijat, Aksesibel bagi penyandang disabilitas, Spa, Bar",1029999
5,Yogyakarta,231,Yogyakarta Marriott Hotel,"Depok, Yogyakarta",5.0,3200.0,"Restoran show cooking, Winery, Pengering pakaian, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Pusat kebugaran, Bar",2645867
5,Yogyakarta,98,Horison Ultima Riss Malioboro Yogyakarta,"Gedongtengen, Yogyakarta",4.0,3408.0,"Bayar saat Check-in, Restoran show cooking, Layanan pijat, Pusat kebugaran, Check-out ekspress, Spa, Pusat kebugaran, Bar",3209444
5,Yogyakarta,205,The Alana Hotel & Conference Center Malioboro Yogyakarta by ASTON,"Mantrijeron, Yogyakarta",4.0,6562.0,"Sewa mobil, Bar di kolam renang, Antar-jemput bandara, Spa",3079583
5,Yogyakarta,145,Melia Purosani Yogyakarta,"Jalan Malioboro, Yogyakarta",5.0,3505.0,"Bar, Sewa mobil, Bilyar, Sauna, Bar",4000000
5,Yogyakarta,160,PORTA by The Ambarrukmo,"Depok, Yogyakarta",3.0,1026.0,"Restoran show cooking, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Sauna, Check-out ekspress, Bar",2000000
5,Yogyakarta,130,"KIMAYA Sudirman Yogyakarta, By HARRIS","Gondokusuman, Yogyakarta",4.0,379.0,"Layanan pijat, Pusat kebugaran, Aksesibel bagi penyandang disabilitas, Spa, Pusat kebugaran, Bar",1498000
5,Yogyakarta,78,Greenhost Boutique Hotel,"Jalan Prawirotaman, Yogyakarta",3.0,7193.0,"Restoran show cooking, Penyewaan sepeda, Sewa mobil, Aksesibel bagi penyandang disabilitas, Bar",1412500
5,Yogyakarta,32,Bohemian Jogja Villas With Private Pool,"Mlati, Yogyakarta",0.0,9.0,"Aktivitas outdoor, Check-out ekspress",5950000
5,Yogyakarta,59,Grand Diamond Hotel Yogyakarta,"Depok, Yogyakarta",4.0,3220.0,"Sewa mobil, Fasilitas bisnis",1210370
5,Yogyakarta,1,@HOM Premiere Timoho,"Umbulharjo, Yogyakarta",4.0,2086.0,"Penitipan anak, Sewa mobil, Bar di kolam renang, Antar-jemput bandara, Aksesibel bagi penyandang disabilitas, Spa",1377000
5,Yogyakarta,240,favehotel Malioboro - Yogyakarta,"Kotabaru, Yogyakarta",3.0,4207.0,"Layanan pijat, Spa",1439370
5,Yogyakarta,207,The Alana Yogyakarta Hotel & Convention Center,"Ngaglik, Yogyakarta",4.0,6564.0,"Aksesibel bagi penyandang disabilitas, Bar",2042010
5,Yogyakarta,210,The Jayakarta Yogyakarta Hotel & Spa,"Depok, Yogyakarta",4.0,4811.0,"Ruang santai, Pemancingan, Bilyar, Fasilitas bisnis, Lapangan tennis outdoor, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Bar",1456000
5,Yogyakarta,125,Indoluxe Hotel Jogjakarta,"Ngaglik, Yogyakarta",4.0,6240.0,"Sewa mobil, Pusat kebugaran, Teras rooftop, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Spa, Pusat kebugaran, Bar",1350000
5,Yogyakarta,96,Horison Lynn Yogyakarta,"Mantrijeron, Yogyakarta",3.0,6017.0,"Sewa mobil, Aksesibel bagi penyandang disabilitas",1250000
5,Yogyakarta,189,Student Castle Apartment HD,"Depok, Yogyakarta",0.0,165.0,"Ruang santai, Bilyar, Pusat kebugaran, Check-out ekspress, Pusat kebugaran",878333
5,Yogyakarta,70,Grand Sarila Hotel Yogyakarta,"Gejayan, Yogyakarta",3.0,9803.0,"Sewa mobil, Layanan pijat",976666
5,Yogyakarta,241,h Boutique Hotel Jogjakarta,"Gondokusuman, Yogyakarta",3.0,5977.0,"Layanan pijat, Spa, Bar",1568593
5,Yogyakarta,26,Aveon Hotel Yogyakarta by Daphna International,"Depok, Yogyakarta",4.0,1410.0,"Restoran show cooking, Layanan pijat, Pusat kebugaran, Antar-jemput bandara, Aksesibel bagi penyandang disabilitas, Spa, Pusat kebugaran, Bar",1522067
5,Yogyakarta,174,Sagan Heritage Hotel,"Gondokusuman, Yogyakarta",3.0,4228.0,"Area main anak, Check-out ekspress",966667
5,Yogyakarta,245,ibis Yogyakarta Adi Sucipto,"Depok, Yogyakarta",3.0,2176.0,Check-out ekspress,1251566
5,Yogyakarta,215,The Manohara Hotel Yogyakarta,"Gejayan, Yogyakarta",4.0,294.0,"Penitipan sepeda, Penyewaan sepeda, Pusat kebugaran, Fasilitas bisnis, Aksesibel bagi penyandang disabilitas, Pusat kebugaran",3500000
5,Yogyakarta,69,Grand Rohan Jogja,"Banguntapan, Yogyakarta",4.0,340.0,"Area main anak, Sewa mobil, Antar-jemput bandara",4397550
5,Yogyakarta,135,Lafayette Boutique Hotel,"Depok, Yogyakarta",5.0,4897.0,"Jemputan stasiun kereta, Penitipan anak, Sewa mobil, Layanan pijat, Pusat kebugaran, Check-out ekspress, Spa, Pusat kebugaran",3015667
5,Yogyakarta,8,All Nite & Day Hotel Yogyakarta - Gejayan,"Gondokusuman, Yogyakarta",3.0,1088.0,Check-out ekspress,1240000
5,Yogyakarta,131,KJ Hotel Yogyakarta,"Jalan Prawirotaman, Yogyakarta",4.0,3385.0,"Restoran show cooking, Bersepeda atau bersepeda gunung, Teras rooftop, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Check-out ekspress, Bar",1617773
5,Yogyakarta,64,Grand Keisha Yogyakarta,"Gejayan, Yogyakarta",4.0,4722.0,"Restoran show cooking, Kursi berjemur, Pusat kebugaran, Teras rooftop, Fasilitas bisnis, Aksesibel bagi penyandang disabilitas, Kursi berjemur tepi kolam, Pusat kebugaran",2766667
5,Yogyakarta,161,Patra Malioboro Hotel,"Jalan Malioboro, Yogyakarta",3.0,665.0,"Penitipan sepeda, Penyewaan sepeda, Sewa mobil, Aksesibel bagi penyandang disabilitas",2500000
5,Yogyakarta,63,Grand Kangen Hotel Urip Sumoharjo Yogyakarta,"Gondokusuman, Yogyakarta",3.0,9159.0,"Sewa mobil, Layanan pijat, Spa",1401514
5,Yogyakarta,230,Yellow Star Gejayan Hotel,"Gejayan, Yogyakarta",3.0,9357.0,"Sewa mobil, Teras rooftop, Aksesibel bagi penyandang disabilitas, Check-out ekspress",1109000
5,Yogyakarta,229,Yellow Star Ambarukmo Hotel,"Depok, Yogyakarta",3.0,8527.0,"Penitipan anak, Sewa mobil, Layanan pijat, Spa",1151667
5,Yogyakarta,165,Prime Plaza Hotel Jogjakarta,"Gejayan, Yogyakarta",4.0,3042.0,"Basket, Aerobik, Restoran show cooking, Ruang santai, Bersepeda atau bersepeda gunung, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Bar",1558800
5,Yogyakarta,85,Harper Malioboro Yogyakarta by ASTON,"Jetis, Yogyakarta",4.0,4811.0,"Sewa mobil, Layanan pijat",4603895
5,Yogyakarta,239,favehotel Kusumanegara,"Umbulharjo, Yogyakarta",3.0,5528.0,"Layanan pijat, Spa",2066667
5,Yogyakarta,154,Next Hotel Yogyakarta,"Depok, Yogyakarta",4.0,85.0,"Bayar saat Check-in, Ruang santai, Bar, Pengering pakaian, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Bar",1281852
5,Yogyakarta,6,Abadi Hotel Malioboro Yogyakarta by Tritama Hospitality,"Jalan Malioboro, Yogyakarta",4.0,4221.0,Aksesibel bagi penyandang disabilitas,1786753
5,Yogyakarta,124,INNSIDE by Melia Yogyakarta,"Depok, Yogyakarta",4.0,4719.0,"Darts, Restoran show cooking, Bilyar, Teras rooftop, Fasilitas bisnis, Bar di kolam renang, Aksesibel bagi penyandang disabilitas, Bar",1774667
